Cobra_Woman	0.211632803	0.290053487	-0.071011752	0.366712242
Miracle_at_St._Anna	0.188514411	0.465476185	-0.381995171	0.474429220
Sleep_with_Me	0.447164387	0.396339983	-0.075077035	0.225721270
Pal_Joey	0.485310078	-0.029073225	0.409444988	-0.271307915
Empire_Records	0.074272417	0.026308555	0.029523019	-0.055926055
Lauren_Hutton	0.874124408	-0.114126444	0.644426167	0.932372153
Chris_Haywood	0.781720400	-0.090241335	-0.402968824	1.787839770
rosanna_arquette	0.007455697	-0.531960130	-0.983108580	0.936091244
John_Lahr	0.744732022	-0.631878972	-0.462442219	0.975408435
Joyce_Maynard	1.242408156	-0.436465740	-0.707877755	0.763127625
Richie_Jen	0.580234945	-0.299151778	-0.237796620	1.618310094
I_Shot_a_Man_in_Vegas	0.442255199	0.223103553	-0.031458415	0.357901841
A_Christmas_Carol	-0.068731047	0.568814039	0.081186280	-0.238003895
Laurie_Simmons	0.606398344	-0.260516077	-0.394286275	1.428632736
Hellzapoppin'	0.311286002	0.646045506	-0.690700889	0.975107133
Barry_W._Blaustein	1.642598152	-0.297934771	-0.298234642	0.231173128
Mónica_López	0.572303712	-0.256283522	-0.357938826	1.399996758
Eleanor_Boardman	0.727760375	-0.192154348	-0.212465167	1.522299051
Koreya_Senda	0.672359288	-0.187628090	-0.673315406	1.720433712
Gladiator	-0.469218373	0.146670341	0.467599392	-0.194302365
Boris_Petroff	0.956998527	-0.460121363	-0.769104421	1.019795060
Fog_City_Mavericks	0.401366055	0.099648997	-0.426807046	-0.226324648
Confidentially_Yours	-0.049571842	-0.193693548	0.363556445	-0.180610791
Sarah_Koskoff	1.091651917	-0.269757211	-1.042253017	1.509294629
Lulu_on_the_Bridge	0.318715453	0.321623415	0.135367632	0.344523966
Amber_Jaeger	1.039960504	-0.021736020	-0.646912754	1.220885158
When_Marnie_Was_There	0.326718569	0.595663607	-0.741409659	0.676459134
Buddy_Boy	0.016093178	0.278115213	-0.423949927	0.776139617
Sean_Crotty	0.868873298	-0.598636448	-0.766468763	1.203881383
Ordinary_Decent_Criminal	0.502123713	0.303773522	0.012001997	0.260210663
Peter_McDonald	1.010651708	0.003584923	-0.931330681	1.714052916
Marcia_Gay_Harden	0.334745765	-0.323459595	0.950717986	1.075847030
Dead_in_the_Water	0.324953884	0.266100079	-0.405693710	0.346009195
Defiance	-0.160568282	-0.057826009	0.112669311	-0.544459283
Scum	-0.232998088	0.030431176	-0.123906456	0.243671477
single_mother	0.528570473	-0.257721871	-1.222574711	1.241062641
Hugh_Gray	1.029475093	-0.397899240	-0.912966311	0.967782557
Deborah_Brock	1.055775046	-0.578186989	-0.626568735	0.995992243
The_Cup	0.455571890	0.401219636	-1.031125069	1.051792622
A_Hungarian_Fairy_Tale	0.177753970	0.095944755	-0.331895322	0.623010457
Stephen_Low	0.627986789	-0.729068756	-0.609729767	0.715854287
Susie_Porter	1.008885026	-0.171999842	-0.807063043	1.913828135
Waymon_Boone	1.082145214	-0.725029826	-0.733288288	0.938640118
Bernard_L._Kowalski	1.064828873	-0.735788047	-0.475450069	0.672964215
Tango	-0.053263512	-0.071442418	-0.215239435	0.401457936
Boogie_Woogie	0.496151716	0.563269138	-0.518077195	0.314461172
russia	-0.434118152	-0.414192617	-1.253632665	0.095247157
Ramon_Novarro	0.422648728	-0.166509569	-0.208792895	1.379678130
Louis_Weitzenkorn	0.812416613	-0.603258729	-0.745607316	1.243608356
Russell_Means	0.799928308	-0.037438434	0.213642538	1.024357438
Mark_Spragg	1.032423258	-0.360398978	-0.839618325	0.964801192
robert_pattinson	-0.529950619	-0.658371687	-0.672678053	0.652114928
Warren_Taylor	1.008414507	-0.408862740	-0.989468336	1.271572948
The_Girl_on_a_Motorcycle	0.553659201	0.310201913	-0.638905883	0.325226307
Bad_Dreams	0.764572263	0.589990497	-0.834536433	0.429558605
Alison_Murray	0.718645036	-0.879670978	-0.372910202	0.522290111
Demon_Wind	0.326192409	0.365783751	-0.689273179	0.544580936
Leonard_Kastle	0.920826495	-0.752216160	-0.527378082	0.856341481
The_Third_Miracle	0.045303524	0.069751710	-0.285291016	0.369628906
heaven	0.167914957	-0.386320889	-1.052263260	1.237673163
The_Mother_and_the_Whore	-0.267109841	0.085866347	-0.237377599	0.801106215
Kenny_Leon	0.845223606	-0.606525958	-0.814195096	1.101545811
old	-0.767035007	-0.305447310	-0.865587771	0.382420123
Draft_Day	-0.015749946	-0.082253300	-0.224469662	-0.018357882
Beneath_Hill_60	-0.295832068	0.193907320	-0.383089542	0.207184479
The_Great_Rock_'n'_Roll_Swindle	0.525638998	0.298799872	-0.572112978	0.564598620
Jonathan_Bennett	0.881201088	-0.160307035	-0.435817838	1.586847901
Grace_Miller_White	0.743582129	-0.489067048	-0.459083498	1.122861266
splatter	-0.032095809	-0.406697929	-0.747495532	1.263692379
A_Tale_of_Winter	0.236065507	0.282267481	-0.545579612	0.733245254
Steve_Sekely	1.113875866	-0.737232268	-0.669812560	1.091631293
Matti_Kassila	0.623016417	-0.885538876	-0.358062655	0.514776528
Dance,_Girl,_Dance	0.020460835	0.077639252	0.124417007	0.197369367
Stefan_Witschi	0.737352014	-0.175577819	-0.616494715	1.534591913
Maurine_Dallas_Watkins	0.994665980	-0.362441510	-0.801258683	1.143132806
Fred_Guiol	1.131710649	-0.520075321	-0.687970996	1.020905852
Gregor_Jordan	1.170482039	-0.795861423	0.077175528	0.127455458
State_of_Siege	-0.007664220	0.039775100	-0.107671313	0.463560492
Marcos_Siega	0.881745577	-0.824327886	-0.268873125	0.611280859
Tyra_Banks	0.840576291	-0.068221919	-0.567665696	1.506366372
vampires	-0.775759518	-0.652125001	-0.895910025	0.257727981
Gentleman_Jim	-0.107504860	-0.013581169	0.680945992	0.154122069
